"status_type","status_published","num_comments","num_shares","num_likes","num_loves","num_wows","num_hahas","num_sads","num_angrys","dow","moy","pos_emo_int","neg_emo_int"
"photo",2017-11-26 02:20:00,1,0,10,0,0,0,0,0,7,11,10,0
"photo",2017-11-26 02:08:00,0,0,13,0,0,0,0,0,7,11,0,0
"photo",2017-11-26 01:24:00,2,0,40,0,0,0,0,0,7,11,80,0
"video",2017-11-26 01:06:00,1307,492,233,96,1,2,0,1,7,11,430003,1307
"video",2017-11-25 08:24:00,391,259,127,77,2,0,1,0,6,11,79764,391
"photo",2017-11-25 07:42:00,2,0,27,0,0,0,0,0,6,11,54,0
"photo",2017-11-25 07:21:00,4,0,38,0,0,0,0,0,6,11,152,0
"video",2017-11-25 07:10:00,0,0,24,1,0,0,0,0,6,11,0,0
"video",2017-11-25 07:06:00,1374,757,283,117,3,4,0,0,6,11,549600,0
"photo",2017-11-25 02:34:00,0,0,12,0,0,0,0,0,6,11,0,0
"photo",2017-11-25 02:17:00,1,0,8,1,0,0,0,0,6,11,9,0
"video",2017-11-25 02:12:00,0,0,25,1,0,0,0,0,6,11,0,0
"video",2017-11-25 02:08:00,383,257,106,135,0,0,0,0,6,11,92303,0
"photo",2017-11-25 02:03:00,0,0,3,0,0,0,0,0,6,11,0,0
"photo",2017-11-25 01:46:00,3,0,15,0,0,0,0,0,6,11,45,0
"video",2017-11-25 01:06:00,859,426,197,67,0,2,1,0,6,11,226776,859
"photo",2017-11-24 08:33:00,1,0,23,0,0,0,0,0,5,11,23,0
"video",2017-11-24 08:19:00,0,0,3,0,0,0,0,0,5,11,0,0
"video",2017-11-24 08:16:00,0,0,10,0,0,0,0,0,5,11,0,0
"video",2017-11-24 08:14:00,779,377,143,68,2,1,0,0,5,11,164369,0
"photo",2017-11-24 08:05:00,1,0,5,0,0,0,0,0,5,11,5,0
"photo",2017-11-24 07:51:00,0,0,10,1,0,0,0,0,5,11,0,0
"video",2017-11-24 07:10:00,433,303,172,73,0,3,0,0,5,11,106085,0
"photo",2017-11-24 03:15:00,0,0,16,0,0,0,0,0,5,11,0,0
"photo",2017-11-24 02:41:00,0,0,20,0,0,0,0,0,5,11,0,0
"video",2017-11-24 02:29:00,1006,496,178,32,1,0,0,1,5,11,211260,1006
"photo",2017-11-24 01:47:00,0,0,14,0,0,0,0,0,5,11,0,0
"video",2017-11-24 01:07:00,0,0,13,0,0,0,0,0,5,11,0,0
"video",2017-11-24 01:01:00,1591,438,168,109,2,0,3,0,5,11,440707,4773
"photo",2017-11-23 08:11:00,1,0,25,0,0,0,0,0,4,11,25,0
"photo",2017-11-23 07:56:00,0,0,8,0,0,0,0,0,4,11,0,0
"video",2017-11-23 07:48:00,0,0,20,0,0,0,0,0,4,11,0,0
"video",2017-11-23 07:47:00,545,231,108,111,2,2,0,1,4,11,119355,545
"photo",2017-11-23 07:27:00,0,0,14,0,0,0,0,0,4,11,0,0
"photo",2017-11-23 07:16:00,0,0,21,0,0,0,0,0,4,11,0,0
"video",2017-11-23 06:58:00,1,0,23,0,0,0,0,0,4,11,23,0
"video",2017-11-23 06:58:00,294,274,115,77,1,2,0,0,4,11,56448,0
"video",2017-11-23 02:30:00,0,0,13,1,0,0,0,0,4,11,0,0
"photo",2017-11-23 02:10:00,0,0,11,0,0,0,0,0,4,11,0,0
"video",2017-11-23 02:04:00,1,0,41,1,0,0,0,0,4,11,42,0
"video",2017-11-23 02:03:00,1183,217,81,79,0,0,0,0,4,11,189280,0
"photo",2017-11-23 01:36:00,0,0,9,0,0,0,0,0,4,11,0,0
"photo",2017-11-23 01:20:00,0,0,31,0,0,0,0,0,4,11,0,0
"video",2017-11-23 01:04:00,1142,346,107,70,1,4,0,0,4,11,202134,0
"video",2017-11-22 07:32:00,0,0,29,0,0,0,0,0,3,11,0,0
"video",2017-11-22 07:32:00,1550,388,157,56,1,0,0,0,3,11,330150,0
"photo",2017-11-22 07:13:00,1,0,10,0,0,0,0,0,3,11,10,0
"video",2017-11-22 06:59:00,175,233,122,36,0,1,0,0,3,11,27650,0
"photo",2017-11-22 03:06:00,1,0,21,1,0,0,0,0,3,11,22,0
"photo",2017-11-22 02:39:00,0,0,14,0,0,0,0,0,3,11,0,0
"photo",2017-11-22 02:24:00,1,1,16,0,0,0,0,0,3,11,16,0
"video",2017-11-22 02:10:00,0,0,13,0,0,0,0,0,3,11,0,0
"video",2017-11-22 02:08:00,214,159,91,42,1,1,0,0,3,11,28462,0
"photo",2017-11-22 01:38:00,0,0,8,0,0,0,0,0,3,11,0,0
"video",2017-11-22 01:01:00,1168,404,155,76,2,0,0,0,3,11,269808,0
"photo",2017-11-21 08:37:00,0,1,12,0,0,0,0,0,2,11,0,0
"photo",2017-11-21 08:04:00,1,0,33,0,0,0,0,0,2,11,33,0
"video",2017-11-21 07:54:00,1532,428,226,104,2,2,1,1,2,11,505560,3064
"video",2017-11-21 07:04:00,0,0,25,1,0,0,0,0,2,11,0,0
"video",2017-11-21 07:00:00,405,333,181,48,3,1,0,0,2,11,92745,0
"photo",2017-11-21 03:06:00,1,0,19,0,0,0,0,0,2,11,19,0
"photo",2017-11-21 02:37:00,0,0,20,0,0,0,0,0,2,11,0,0
"video",2017-11-21 02:26:00,908,266,122,58,0,2,0,1,2,11,163440,908
"photo",2017-11-21 02:16:00,2,0,25,0,0,0,0,0,2,11,50,0
"photo",2017-11-21 01:45:00,2,0,16,0,0,0,0,0,2,11,32,0
"photo",2017-11-21 01:29:00,4,0,49,0,0,0,0,0,2,11,196,0
"video",2017-11-21 01:13:00,1357,474,235,56,0,2,2,0,2,11,394887,2714
"photo",2017-11-20 08:19:00,1,0,22,0,0,0,0,0,1,11,22,0
"photo",2017-11-20 07:54:00,1,0,14,0,0,0,0,0,1,11,14,0
"video",2017-11-20 07:49:00,0,0,14,0,0,0,0,0,1,11,0,0
"video",2017-11-20 07:42:00,1315,348,127,98,0,4,0,1,1,11,295875,1315
"photo",2017-11-20 07:18:00,0,0,26,0,0,0,0,0,1,11,0,0
"video",2017-11-20 07:05:00,336,432,205,33,1,1,1,0,1,11,79968,336
"photo",2017-11-20 02:58:00,0,0,19,0,0,0,0,0,1,11,0,0
"photo",2017-11-20 02:55:00,2,0,12,0,0,0,0,0,1,11,24,0
"photo",2017-11-20 02:44:00,3,0,33,0,0,0,0,0,1,11,99,0
"photo",2017-11-20 02:31:00,3,0,10,0,0,0,0,0,1,11,30,0
"video",2017-11-20 02:17:00,287,153,91,75,0,0,0,0,1,11,47642,0
"photo",2017-11-20 02:12:00,1,0,5,0,0,0,0,0,1,11,5,0
"photo",2017-11-20 01:19:00,2,0,32,0,0,0,0,0,1,11,64,0
"video",2017-11-20 01:05:00,2314,742,320,73,1,3,1,0,1,11,909402,2314
"video",2017-11-19 08:04:00,1,0,10,0,0,0,0,0,7,11,10,0
"video",2017-11-19 07:58:00,1756,422,136,151,1,6,1,1,7,11,503972,3512
"video",2017-11-19 07:12:00,221,248,114,53,3,3,0,0,7,11,36907,0
"video",2017-11-19 01:57:00,0,0,29,0,0,0,0,0,7,11,0,0
"video",2017-11-19 01:51:00,1516,505,172,93,2,1,3,0,7,11,401740,4548
"photo",2017-11-19 01:46:00,2,0,19,0,0,0,0,0,7,11,38,0
"video",2017-11-19 01:04:00,1711,463,163,56,1,2,0,0,7,11,374709,0
"photo",2017-11-18 08:37:00,1,0,23,0,0,0,0,0,6,11,23,0
"video",2017-11-18 08:09:00,0,0,17,0,0,0,0,0,6,11,0,0
"video",2017-11-18 08:04:00,171,146,82,89,3,2,0,0,6,11,29241,0
"photo",2017-11-18 07:53:00,0,0,21,0,0,0,0,0,6,11,0,0
"photo",2017-11-18 07:28:00,0,0,30,0,0,0,0,0,6,11,0,0
"video",2017-11-18 07:02:00,2379,471,229,159,1,3,1,1,6,11,923052,4758
"photo",2017-11-18 02:46:00,0,0,3,0,0,0,0,0,6,11,0,0
"video",2017-11-18 02:05:00,948,245,154,57,0,0,0,0,6,11,200028,0
"photo",2017-11-18 01:35:00,4,0,24,0,0,0,0,0,6,11,96,0
"video",2017-11-18 01:14:00,0,0,24,0,0,0,0,0,6,11,0,0
"video",2017-11-18 01:11:00,1858,339,201,78,0,2,0,0,6,11,518382,0
"photo",2017-11-17 08:50:00,0,0,12,0,0,0,0,0,5,11,0,0
"photo",2017-11-17 08:35:00,2,0,5,0,0,0,0,0,5,11,10,0
"photo",2017-11-17 08:24:00,0,0,9,0,0,0,0,0,5,11,0,0
"video",2017-11-17 08:10:00,306,65,117,60,1,1,0,0,5,11,54162,0
"photo",2017-11-17 07:52:00,1,1,20,0,0,0,0,0,5,11,20,0
"video",2017-11-17 07:48:00,0,0,12,0,0,0,0,0,5,11,0,0
"video",2017-11-17 07:44:00,238,113,120,23,1,0,0,0,5,11,34034,0
"video",2017-11-17 07:05:00,126,100,98,20,2,0,0,0,5,11,14868,0
"photo",2017-11-17 02:54:00,0,0,10,0,0,0,0,0,5,11,0,0
"photo",2017-11-17 02:18:00,2,0,13,0,0,0,0,0,5,11,26,0
"video",2017-11-17 02:01:00,0,0,13,0,0,0,0,0,5,11,0,0
"video",2017-11-17 01:59:00,578,153,125,47,0,0,1,0,5,11,99416,578
"photo",2017-11-17 01:43:00,0,0,19,0,0,0,0,0,5,11,0,0
"video",2017-11-17 01:05:00,0,0,30,0,0,0,0,0,5,11,0,0
"video",2017-11-17 01:04:00,1045,253,149,81,0,1,0,1,5,11,240350,1045
"photo",2017-11-16 08:56:00,6,1,32,0,0,0,0,0,4,11,192,0
"video",2017-11-16 08:45:00,0,0,6,0,0,0,0,0,4,11,0,0
"photo",2017-11-16 07:58:00,0,1,15,0,0,0,0,0,4,11,0,0
"video",2017-11-16 07:49:00,0,0,9,0,0,0,0,0,4,11,0,0
"video",2017-11-16 07:48:00,0,0,0,0,0,0,0,0,4,11,0,0
"video",2017-11-16 07:47:00,938,282,134,102,0,5,0,0,4,11,221368,0
"photo",2017-11-16 07:24:00,0,0,18,0,0,0,0,0,4,11,0,0
"video",2017-11-16 07:09:00,226,207,111,36,0,0,0,0,4,11,33222,0
"video",2017-11-16 01:58:00,505,110,126,63,2,4,1,1,4,11,95445,1010
"photo",2017-11-16 01:45:00,1,0,33,0,0,0,0,0,4,11,33,0
"photo",2017-11-16 01:23:00,3,0,18,0,0,0,0,0,4,11,54,0
"video",2017-11-16 01:02:00,1153,303,180,58,2,1,0,1,4,11,274414,1153
"photo",2017-11-15 08:50:00,1,0,14,1,0,0,0,0,3,11,15,0
"photo",2017-11-15 08:40:00,1,0,12,0,0,0,0,0,3,11,12,0
"photo",2017-11-15 08:10:00,0,0,13,0,0,0,0,0,3,11,0,0
"video",2017-11-15 07:54:00,377,117,116,84,0,2,0,0,3,11,75400,0
"photo",2017-11-15 07:45:00,0,0,23,0,0,0,0,0,3,11,0,0
"photo",2017-11-15 07:35:00,0,0,7,0,0,0,0,0,3,11,0,0
"photo",2017-11-15 07:28:00,0,0,9,0,0,0,0,0,3,11,0,0
"video",2017-11-15 07:04:00,0,0,24,0,0,0,0,0,3,11,0,0
"video",2017-11-15 07:04:00,1035,322,191,51,1,3,0,0,3,11,250470,0
"video",2017-11-15 02:18:00,266,72,77,48,0,1,0,0,3,11,33250,0
"photo",2017-11-15 02:09:00,0,0,9,0,0,0,0,0,3,11,0,0
"photo",2017-11-15 02:01:00,0,0,6,0,0,0,0,0,3,11,0,0
"photo",2017-11-15 01:53:00,0,0,7,1,0,0,0,0,3,11,0,0
"video",2017-11-15 01:09:00,0,0,22,0,0,0,0,0,3,11,0,0
"video",2017-11-15 01:08:00,953,304,185,100,1,2,0,0,3,11,271605,0
"photo",2017-11-14 08:43:00,0,0,14,0,0,0,0,0,2,11,0,0
"photo",2017-11-14 08:10:00,0,0,6,0,0,0,0,0,2,11,0,0
"video",2017-11-14 07:58:00,410,112,137,50,0,2,0,0,2,11,76670,0
"photo",2017-11-14 07:52:00,0,0,13,0,0,0,0,0,2,11,0,0
"photo",2017-11-14 07:28:00,0,0,22,1,0,0,0,0,2,11,0,0
"video",2017-11-14 07:11:00,0,0,22,0,0,0,0,0,2,11,0,0
"video",2017-11-14 07:06:00,3053,403,213,98,4,2,2,0,2,11,949483,6106
"photo",2017-11-14 01:51:00,1,2,11,0,0,0,0,0,2,11,11,0
"photo",2017-11-14 01:28:00,0,2,23,0,0,0,0,0,2,11,0,0
"video",2017-11-14 01:06:00,1485,452,288,121,1,1,0,1,2,11,607365,1485
"video",2017-11-13 08:00:00,916,286,165,119,0,1,1,1,1,11,260144,1832
"photo",2017-11-13 07:24:00,0,0,10,0,0,0,0,0,1,11,0,0
"video",2017-11-13 07:07:00,238,238,139,83,3,1,0,0,1,11,52836,0
"photo",2017-11-13 03:00:00,0,0,21,1,0,0,0,0,1,11,0,0
"photo",2017-11-13 02:38:00,0,0,11,1,0,0,0,0,1,11,0,0
"photo",2017-11-13 01:51:00,5,0,28,0,0,0,0,0,1,11,140,0
"video",2017-11-13 01:15:00,0,0,14,0,0,0,0,0,1,11,0,0
"video",2017-11-13 01:07:00,2195,403,269,122,1,2,0,0,1,11,858245,0
"photo",2017-11-12 03:11:00,2,0,31,0,0,0,0,0,7,11,62,0
"photo",2017-11-12 03:10:00,1,0,17,1,0,0,0,0,7,11,18,0
"photo",2017-11-12 03:10:00,0,0,4,0,0,0,0,0,7,11,0,0
"video",2017-11-12 02:59:00,179,64,89,25,1,0,0,0,7,11,20406,0
"video",2017-11-12 01:20:00,0,0,27,0,0,0,0,0,7,11,0,0
"video",2017-11-12 01:13:00,1049,300,269,94,2,5,0,0,7,11,380787,0
"video",2017-11-11 08:20:00,296,100,89,74,0,2,0,0,6,11,48248,0
"photo",2017-11-11 07:46:00,1,0,13,0,0,0,0,0,6,11,13,0
"video",2018-06-10 03:43:00,20,3,354,19,3,0,0,0,7,6,7460,0
"photo",2018-06-09 22:53:00,7,4,249,6,0,0,0,0,6,6,1785,0
"photo",2018-06-07 07:01:00,21,3,1685,15,2,2,0,0,4,6,35700,0
"status",2018-06-06 02:20:00,39,4,197,4,4,0,0,0,3,6,7839,0
"photo",2018-06-04 06:57:00,42,2,285,5,0,0,46,0,1,6,12180,1932
"status",2018-06-01 00:35:00,2,1,110,1,0,0,0,0,5,6,222,0
"photo",2018-05-30 06:33:00,18,9,352,3,1,1,0,0,3,5,6390,0
"photo",2018-05-30 02:39:00,7,0,109,3,2,0,0,0,3,5,784,0
"status",2018-05-29 04:39:00,7,1,127,6,0,0,0,0,2,5,931,0
"photo",2018-05-27 01:31:00,32,4,480,47,5,0,0,0,7,5,16864,0
"status",2018-05-26 08:08:00,16,2,216,3,0,0,12,0,6,5,3504,192
"photo",2018-05-25 07:56:00,38,14,676,7,0,1,0,0,5,5,25954,0
"photo",2018-05-23 01:10:00,30,3,1607,17,3,0,0,0,3,5,48720,0
"photo",2018-05-20 06:18:00,34,2,770,16,5,0,0,0,7,5,26724,0
"photo",2018-05-17 20:00:00,39,5,1390,12,1,1,0,0,4,5,54678,0
"photo",2018-05-12 01:57:00,106,6,810,10,4,0,0,0,6,5,86920,0
"status",2018-05-11 03:23:00,18,0,288,4,0,0,3,0,5,5,5256,54
"photo",2018-05-09 08:45:00,124,10,1908,27,21,1,0,0,3,5,239940,0
"photo",2018-05-05 11:20:00,161,4,1710,12,8,0,0,0,6,5,277242,0
"photo",2018-05-03 23:57:00,47,4,1632,9,13,1,0,0,4,5,77127,0
"status",2018-04-30 06:20:00,67,1,233,3,1,0,0,0,1,4,15812,0
"photo",2018-04-27 23:27:00,22,10,347,2,5,0,6,0,5,4,7678,132
"photo",2018-04-26 19:00:00,308,11,2605,19,11,0,0,0,4,4,808192,0
"photo",2018-04-23 07:26:00,45,3,280,0,17,1,19,7,1,4,12600,1170
"photo",2018-04-20 03:16:00,94,9,1249,11,8,2,1,0,5,4,118440,94
"photo",2018-04-19 07:05:00,100,11,834,5,10,2,0,0,4,4,83900,0
"photo",2018-04-12 03:42:00,36,1,1969,16,7,0,0,0,4,4,71460,0
"photo",2018-04-11 03:43:00,24,3,4241,51,19,4,0,0,3,4,103008,0
"photo",2018-04-09 10:49:00,104,3,4054,36,23,0,1,0,1,4,425360,104
"photo",2018-04-08 22:50:00,3,2,90,2,3,0,0,0,7,4,276,0
"photo",2018-04-08 01:08:00,9,2,107,1,2,1,0,0,7,4,972,0
"photo",2018-04-07 03:23:00,143,9,791,5,0,0,0,0,6,4,113828,0
"photo",2018-04-06 16:34:00,12,3,499,8,0,1,0,0,5,4,6084,0
"photo",2018-04-05 10:47:00,287,28,2483,9,12,2,0,0,4,4,715204,0
"photo",2018-04-04 02:20:00,29,5,228,0,3,0,1,19,3,4,6612,580
"photo",2018-04-02 10:16:00,218,9,1226,5,12,1,0,0,1,4,268358,0
"photo",2018-04-02 07:33:00,2,0,71,3,0,1,0,0,1,4,148,0
"photo",2018-04-01 05:47:00,90,11,858,1,7,0,0,1,7,4,77310,90
"photo",2018-04-01 04:32:00,5,2,79,3,5,0,0,0,7,4,410,0
"photo",2018-03-29 13:54:00,78,15,599,7,8,0,0,0,4,3,47268,0
"photo",2018-03-29 08:23:00,75,17,2392,20,8,0,0,0,4,3,180900,0
"photo",2018-03-26 01:57:00,5,3,80,2,4,0,0,0,1,3,410,0
"photo",2018-03-25 04:43:00,20,8,484,4,0,0,0,0,7,3,9760,0
"photo",2018-03-24 23:51:00,16,3,145,1,11,0,0,0,6,3,2336,0
"photo",2018-03-23 15:53:00,71,7,535,6,6,0,0,0,5,3,38411,0
"photo",2018-03-22 06:10:00,104,49,1133,17,17,1,0,0,4,3,119600,0
"photo",2018-03-22 03:48:00,165,18,867,4,8,0,0,0,4,3,143715,0
"photo",2018-03-21 01:15:00,6,1,108,3,3,0,0,0,3,3,666,0
"photo",2018-03-20 01:54:00,15,1,172,3,11,0,0,0,2,3,2625,0
"photo",2018-03-18 04:28:00,39,21,1961,11,12,0,1,0,7,3,76908,39
"photo",2018-03-16 01:57:00,71,42,962,5,16,2,0,0,5,3,68657,0
"video",2018-06-10 03:43:00,20,3,354,19,3,0,0,0,7,6,7460,0
"photo",2018-06-09 22:53:00,7,4,249,6,0,0,0,0,6,6,1785,0
"photo",2018-06-07 07:01:00,21,3,1685,15,2,2,0,0,4,6,35700,0
"status",2018-06-06 02:20:00,39,4,197,4,4,0,0,0,3,6,7839,0
"photo",2018-06-04 06:57:00,42,2,285,5,0,0,46,0,1,6,12180,1932
"status",2018-06-01 00:35:00,2,1,110,1,0,0,0,0,5,6,222,0
"photo",2018-05-30 06:33:00,18,9,352,3,1,1,0,0,3,5,6390,0
"photo",2018-05-30 02:39:00,7,0,109,3,2,0,0,0,3,5,784,0
"status",2018-05-29 04:39:00,7,1,127,6,0,0,0,0,2,5,931,0
"photo",2018-05-27 01:31:00,32,4,480,47,5,0,0,0,7,5,16864,0
"status",2018-05-26 08:08:00,16,2,216,3,0,0,12,0,6,5,3504,192
"photo",2018-05-25 07:56:00,38,14,676,7,0,1,0,0,5,5,25954,0
"photo",2018-05-23 01:10:00,30,3,1607,17,3,0,0,0,3,5,48720,0
"photo",2018-05-20 06:18:00,34,2,770,16,5,0,0,0,7,5,26724,0
"photo",2018-05-17 20:00:00,39,5,1390,12,1,1,0,0,4,5,54678,0
"photo",2018-05-12 01:57:00,106,6,810,10,4,0,0,0,6,5,86920,0
"status",2018-05-11 03:23:00,18,0,288,4,0,0,3,0,5,5,5256,54
"photo",2018-05-09 08:45:00,124,10,1908,27,21,1,0,0,3,5,239940,0
"photo",2018-05-05 11:20:00,161,4,1710,12,8,0,0,0,6,5,277242,0
"photo",2018-05-03 23:57:00,47,4,1632,9,13,1,0,0,4,5,77127,0
"status",2018-04-30 06:20:00,67,1,233,3,1,0,0,0,1,4,15812,0
"photo",2018-04-27 23:27:00,22,10,347,2,5,0,6,0,5,4,7678,132
"photo",2018-04-26 19:00:00,308,11,2605,19,11,0,0,0,4,4,808192,0
"photo",2018-04-23 07:26:00,45,3,280,0,17,1,19,7,1,4,12600,1170
"photo",2018-04-20 03:16:00,94,9,1249,11,8,2,1,0,5,4,118440,94
"photo",2018-04-19 07:05:00,100,11,834,5,10,2,0,0,4,4,83900,0
"photo",2018-04-12 03:42:00,36,1,1969,16,7,0,0,0,4,4,71460,0
"photo",2018-04-11 03:43:00,24,3,4241,51,19,4,0,0,3,4,103008,0
"photo",2018-04-09 10:49:00,104,3,4054,36,23,0,1,0,1,4,425360,104
"photo",2018-04-08 22:50:00,3,2,90,2,3,0,0,0,7,4,276,0
"photo",2018-04-08 01:08:00,9,2,107,1,2,1,0,0,7,4,972,0
"photo",2018-04-07 03:23:00,143,9,791,5,0,0,0,0,6,4,113828,0
"photo",2018-04-06 16:34:00,12,3,499,8,0,1,0,0,5,4,6084,0
"photo",2018-04-05 10:47:00,287,28,2483,9,12,2,0,0,4,4,715204,0
"photo",2018-04-04 02:20:00,29,5,228,0,3,0,1,19,3,4,6612,580
"photo",2018-04-02 10:16:00,218,9,1226,5,12,1,0,0,1,4,268358,0
"photo",2018-04-02 07:33:00,2,0,71,3,0,1,0,0,1,4,148,0
"photo",2018-04-01 05:47:00,90,11,858,1,7,0,0,1,7,4,77310,90
"photo",2018-04-01 04:32:00,5,2,79,3,5,0,0,0,7,4,410,0
"photo",2018-03-29 13:54:00,78,15,599,7,8,0,0,0,4,3,47268,0
"photo",2018-03-29 08:23:00,75,17,2392,20,8,0,0,0,4,3,180900,0
"photo",2018-03-26 01:57:00,5,3,80,2,4,0,0,0,1,3,410,0
"photo",2018-03-25 04:43:00,20,8,484,4,0,0,0,0,7,3,9760,0
"photo",2018-03-24 23:51:00,16,3,145,1,11,0,0,0,6,3,2336,0
"photo",2018-03-23 15:53:00,71,7,535,6,6,0,0,0,5,3,38411,0
"photo",2018-03-22 06:10:00,104,49,1133,17,17,1,0,0,4,3,119600,0
"photo",2018-03-22 03:48:00,165,18,867,4,8,0,0,0,4,3,143715,0
"photo",2018-03-21 01:15:00,6,1,108,3,3,0,0,0,3,3,666,0
"photo",2018-03-20 01:54:00,15,1,172,3,11,0,0,0,2,3,2625,0
"photo",2018-03-18 04:28:00,39,21,1961,11,12,0,1,0,7,3,76908,39
"photo",2018-03-16 01:57:00,71,42,962,5,16,2,0,0,5,3,68657,0
"photo",2018-06-11 11:51:00,1,10,1917,0,1,0,0,0,1,6,1917,0
"video",2018-06-10 09:33:00,2365,306,118,29,0,3,1,0,7,6,347655,2365
"link",2018-06-10 08:49:00,0,0,3,0,0,0,0,0,7,6,0,0
"video",2018-06-10 06:54:00,0,1,3,0,0,0,0,0,7,6,0,0
"video",2018-06-10 04:55:00,1476,500,149,49,3,2,2,0,7,6,292248,2952
"photo",2018-06-10 01:12:00,110,7,113,9,1,0,0,0,7,6,13420,0
"photo",2018-06-07 23:52:00,8,0,60,0,2,0,1,6,4,6,480,56
"video",2018-06-07 10:38:00,1051,157,82,46,0,2,0,0,4,6,134528,0
"status",2018-06-07 09:19:00,0,0,5,0,0,0,0,0,4,6,0,0
"video",2018-06-07 06:35:00,1641,196,81,42,2,1,0,0,4,6,201843,0
"video",2018-06-07 04:44:00,844,183,84,39,1,0,0,0,4,6,103812,0
"video",2018-06-07 04:06:00,4,0,32,0,2,0,0,0,4,6,128,0
"photo",2018-06-07 00:06:00,0,0,29,0,0,0,0,0,4,6,0,0
"photo",2018-06-07 00:04:00,0,0,18,0,0,0,0,0,4,6,0,0
"video",2018-06-05 08:23:00,1949,321,89,99,1,3,0,0,2,6,366412,0
"video",2018-06-05 04:50:00,1529,292,307,80,3,1,2,0,2,6,591723,3058
"video",2018-06-02 07:54:00,2904,618,139,46,1,5,4,1,6,6,537240,14520
"photo",2018-05-31 04:49:00,6,16,119,0,3,22,0,0,4,5,714,0
"link",2018-05-30 12:04:00,0,1,8,0,0,0,0,0,3,5,0,0
"video",2018-05-30 09:13:00,5491,466,190,161,5,20,2,1,3,5,1927341,16473
"photo",2018-05-30 04:52:00,1,2,48,0,0,0,0,0,3,5,48,0
"photo",2018-05-30 04:08:00,1,0,39,0,4,1,0,0,3,5,39,0
"photo",2018-05-29 04:46:00,7,0,43,0,0,0,0,1,2,5,301,7
"video",2018-05-28 09:34:00,3035,528,205,155,2,17,3,0,1,5,1092600,9105
"video",2018-05-28 06:15:00,4066,372,1171,117,0,12,1,1,1,5,5237008,8132
"video",2018-05-28 05:22:00,6,1,1225,0,0,3,0,0,1,5,7350,0
"link",2018-05-27 23:46:00,0,2,6,0,0,0,0,0,7,5,0,0
"video",2018-05-26 08:51:00,1835,312,116,54,1,14,0,0,6,5,311950,0
"video",2018-05-26 05:23:00,3456,565,127,106,3,22,2,1,6,5,805248,10368
"video",2018-05-25 05:06:00,5,0,34,2,0,0,0,0,5,5,180,0
"status",2018-05-25 03:20:00,1,1,51,0,1,0,0,0,5,5,51,0
"video",2018-05-24 08:06:00,1446,389,106,54,1,29,2,0,4,5,231360,2892
"video",2018-05-24 04:11:00,2842,431,114,109,1,9,2,1,4,5,633766,8526
"video",2018-05-23 02:19:00,545,65,114,18,0,10,2,0,3,5,71940,1090
"photo",2018-05-23 00:36:00,0,0,39,0,0,3,0,3,3,5,0,0
"video",2018-05-22 10:48:00,3779,256,165,91,2,33,1,0,2,5,967424,3779
"video",2018-05-22 08:41:00,5352,580,204,194,3,13,1,1,2,5,2130096,10704
"photo",2018-05-22 07:01:00,1,0,22,0,0,0,0,4,2,5,22,4
"photo",2018-05-22 04:20:00,29,0,70,2,0,0,0,0,2,5,2088,0
"video",2018-05-19 09:14:00,6316,633,182,166,2,17,3,0,6,5,2197968,18948
"video",2018-05-19 07:21:00,4068,512,157,54,2,3,0,0,6,5,858348,0
"photo",2018-05-19 06:18:00,11,1,61,1,0,0,0,0,6,5,682,0
"photo",2018-05-19 05:22:00,7,0,48,0,1,0,0,2,6,5,336,14
"photo",2018-05-18 02:23:00,0,0,45,0,5,0,0,4,5,5,0,0
"video",2018-05-17 09:12:00,2606,269,227,26,4,7,3,0,4,5,659318,7818
"video",2018-05-17 06:23:00,3994,560,336,64,0,6,1,1,4,5,1597600,7988
"photo",2018-05-17 05:38:00,36,5,75,1,2,0,0,0,4,5,2736,0
"photo",2018-05-17 01:33:00,0,0,35,1,2,0,0,0,4,5,0,0
"photo",2018-05-16 10:49:00,7,1,40,1,2,0,0,0,3,5,287,0
"video",2018-05-15 10:11:00,2176,314,142,33,4,0,0,1,2,5,380800,2176
"video",2018-05-15 09:27:00,2099,388,152,34,0,1,0,1,2,5,390414,2099
"photo",2018-05-13 22:01:00,0,0,37,0,0,0,0,0,7,5,0,0
"photo",2018-05-13 03:01:00,1,0,72,0,0,0,0,0,7,5,72,0
"link",2018-05-11 11:38:00,0,0,12,0,0,0,0,0,5,5,0,0
"video",2018-05-11 10:13:00,1569,316,89,49,0,4,3,1,5,5,216522,6276
"video",2018-05-11 08:29:00,2609,572,207,24,12,6,0,0,5,5,602679,0
"video",2018-05-10 10:49:00,3000,353,152,58,4,4,0,0,4,5,630000,0
"photo",2018-05-09 10:15:00,2,0,19,0,1,1,0,0,3,5,38,0
"photo",2018-05-09 09:35:00,28,0,127,6,0,0,0,0,3,5,3724,0
"photo",2018-05-06 23:46:00,56,60,125,1,0,1,0,0,7,5,7056,0
"photo",2018-05-06 02:10:00,0,0,29,0,1,0,0,0,7,5,0,0
"status",2018-05-06 00:10:00,0,0,22,0,0,0,0,0,7,5,0,0
"status",2018-05-05 11:57:00,0,0,31,0,0,0,0,0,6,5,0,0
"video",2018-05-05 08:45:00,5237,526,138,97,1,0,0,0,6,5,1230695,0
"photo",2018-05-05 04:21:00,104,3,95,2,0,0,0,0,6,5,10088,0
"video",2018-05-05 02:29:00,1875,624,146,47,1,2,0,1,6,5,361875,1875
