"status_type","status_published","num_comments","num_shares","num_likes","dow","moy","pos_emo_int"
"photo",2012-09-03 23:35:00,1,3,19,1,9,19
"photo",2012-09-03 22:27:00,5,0,12,1,9,60
"photo",2012-09-02 21:01:00,3,0,12,7,9,36
"photo",2012-09-02 08:50:00,11,0,22,7,9,242
"photo",2012-09-02 08:40:00,2,0,17,7,9,34
"photo",2012-09-02 02:54:00,0,0,13,7,9,0
"photo",2012-09-01 09:24:00,2,2,24,6,9,48
"photo",2012-09-01 09:06:00,10,0,16,6,9,160
"photo",2012-09-01 06:30:00,17,1,19,6,9,323
"photo",2012-09-01 06:18:00,13,0,31,6,9,403
"photo",2012-09-01 04:42:00,4,0,11,6,9,44
"photo",2012-09-01 00:41:00,0,0,21,6,9,0
"photo",2012-09-01 00:28:00,5,0,17,6,9,85
"photo",2012-09-01 00:04:00,0,0,23,6,9,0
"photo",2012-08-31 23:42:00,2,2,17,5,8,34
"photo",2012-08-31 12:32:00,2,2,23,5,8,46
"photo",2012-08-31 10:40:00,3,0,16,5,8,48
"photo",2012-08-31 01:02:00,4,0,22,5,8,88
"photo",2012-08-30 23:17:00,7,0,14,4,8,98
"photo",2012-08-30 22:56:00,2,0,25,4,8,50
"photo",2012-08-30 10:05:00,6,0,19,4,8,114
"photo",2012-08-30 09:00:00,4,0,11,4,8,44
"photo",2012-08-30 08:56:00,12,0,21,4,8,252
"photo",2012-08-30 04:06:00,2,0,12,4,8,24
"photo",2012-08-30 02:41:00,14,0,12,4,8,168
"photo",2012-08-29 21:52:00,0,0,12,3,8,0
"photo",2012-08-29 08:45:00,5,0,36,3,8,180
"photo",2012-08-29 02:24:00,1,0,12,3,8,12
"photo",2012-08-29 00:02:00,0,0,11,3,8,0
"photo",2012-08-28 03:03:00,10,0,38,2,8,380
"photo",2012-08-27 22:24:00,8,0,37,1,8,296
"photo",2012-08-27 10:29:00,10,0,49,1,8,490
"photo",2012-08-27 06:20:00,1,0,11,1,8,11
"photo",2012-08-27 05:22:00,5,0,10,1,8,50
"photo",2012-08-27 04:34:00,4,0,9,1,8,36
"photo",2012-08-27 04:32:00,4,0,13,1,8,52
"photo",2012-08-27 04:06:00,4,0,18,1,8,72
"photo",2012-08-27 00:20:00,0,0,15,1,8,0
"photo",2012-08-26 09:20:00,0,0,14,7,8,0
"photo",2012-08-26 04:38:00,1,0,21,7,8,21
"photo",2012-08-26 04:21:00,3,0,14,7,8,42
"photo",2012-08-26 04:15:00,3,0,16,7,8,48
"photo",2012-08-26 03:54:00,4,0,12,7,8,48
"photo",2012-08-26 03:52:00,2,0,12,7,8,24
"photo",2012-08-26 03:42:00,5,0,23,7,8,115
"photo",2012-08-26 03:39:00,9,1,35,7,8,315
"photo",2012-08-26 02:06:00,4,0,18,7,8,72
"photo",2012-08-25 22:56:00,1,0,12,6,8,12
"photo",2012-08-25 22:49:00,1,0,25,6,8,25
"photo",2012-08-25 05:00:00,10,0,19,6,8,190
"photo",2012-08-25 04:25:00,5,0,13,6,8,65
"photo",2012-08-25 03:41:00,11,0,14,6,8,154
"photo",2012-08-25 02:16:00,13,0,36,6,8,468
"photo",2012-08-25 00:59:00,13,0,37,6,8,481
"photo",2012-08-24 09:26:00,8,0,16,5,8,128
"photo",2012-08-24 09:24:00,15,0,25,5,8,375
"photo",2012-08-24 09:19:00,4,0,28,5,8,112
"photo",2012-08-24 08:22:00,3,0,26,5,8,78
"photo",2012-08-24 06:43:00,6,0,32,5,8,192
"photo",2012-08-24 06:28:00,12,0,35,5,8,420
"photo",2012-08-24 06:16:00,2,0,26,5,8,52
"photo",2012-08-24 05:26:00,3,0,21,5,8,63
"photo",2012-08-24 05:16:00,12,0,34,5,8,408
"photo",2012-08-24 00:13:00,7,0,10,5,8,70
"photo",2012-08-22 23:40:00,10,0,20,3,8,200
"photo",2012-08-22 23:39:00,6,0,25,3,8,150
"photo",2012-08-22 23:23:00,6,0,39,3,8,234
"photo",2012-08-22 09:46:00,3,0,17,3,8,51
"photo",2012-08-22 09:44:00,11,0,26,3,8,286
"photo",2012-08-22 09:42:00,3,0,17,3,8,51
"photo",2012-08-22 09:39:00,12,0,38,3,8,456
"photo",2012-08-22 09:25:00,2,0,18,3,8,36
"photo",2012-08-22 09:22:00,10,0,24,3,8,240
"photo",2012-08-22 09:21:00,18,0,45,3,8,810
"photo",2012-08-22 08:35:00,0,0,15,3,8,0
"photo",2012-08-22 07:52:00,0,0,12,3,8,0
"photo",2012-08-22 03:56:00,3,0,20,3,8,60
"photo",2012-08-22 00:54:00,22,0,37,3,8,814
"photo",2012-08-22 00:25:00,0,0,12,3,8,0
"photo",2012-08-22 00:06:00,1,0,26,3,8,26
"photo",2012-08-21 22:52:00,9,0,18,2,8,162
"photo",2012-08-21 22:31:00,13,0,10,2,8,130
"photo",2012-08-21 20:23:00,15,0,12,2,8,180
"photo",2012-08-21 11:19:00,5,1,16,2,8,80
"photo",2012-08-21 09:47:00,21,0,25,2,8,525
"photo",2012-08-21 02:30:00,17,0,9,2,8,153
"photo",2012-08-21 02:00:00,0,0,13,2,8,0
"photo",2012-08-21 01:21:00,9,0,13,2,8,117
"photo",2012-08-20 23:14:00,3,0,15,1,8,45
"photo",2012-08-20 22:31:00,27,0,12,1,8,324
"photo",2012-08-20 22:14:00,8,2,14,1,8,112
"photo",2012-08-20 22:06:00,12,1,21,1,8,252
"photo",2012-08-20 08:40:00,14,0,21,1,8,294
"photo",2012-08-20 05:44:00,5,0,28,1,8,140
"photo",2012-08-20 05:01:00,0,1,14,1,8,0
"photo",2012-08-20 04:27:00,2,0,19,1,8,38
"photo",2012-08-20 04:12:00,0,1,13,1,8,0
"photo",2012-08-20 02:56:00,2,0,15,1,8,30
"photo",2012-08-20 02:43:00,1,0,23,1,8,23
"photo",2012-08-20 02:12:00,16,0,31,1,8,496
"photo",2012-08-20 01:59:00,0,0,14,1,8,0
"photo",2012-08-20 01:54:00,18,0,5,1,8,90
"photo",2012-08-20 01:20:00,3,0,21,1,8,63
"photo",2012-08-20 01:19:00,0,0,15,1,8,0
"photo",2012-08-19 23:27:00,4,0,23,7,8,92
"photo",2012-08-19 23:26:00,0,0,16,7,8,0
"photo",2012-08-19 10:22:00,12,2,22,7,8,264
"photo",2012-08-19 09:38:00,11,0,15,7,8,165
"photo",2012-08-19 08:39:00,32,0,23,7,8,736
"photo",2012-08-19 05:56:00,7,0,27,7,8,189
"photo",2012-08-19 04:45:00,2,0,20,7,8,40
"photo",2012-08-19 04:44:00,12,0,18,7,8,216
"photo",2012-08-19 02:05:00,6,0,30,7,8,180
"photo",2012-08-19 00:31:00,3,0,16,7,8,48
"photo",2012-08-19 00:30:00,13,0,14,7,8,182
"photo",2012-08-19 00:16:00,0,0,18,7,8,0
"photo",2012-08-19 00:15:00,11,0,26,7,8,286
"photo",2012-08-18 23:39:00,4,0,19,6,8,76
"photo",2012-08-18 23:38:00,2,0,14,6,8,28
"photo",2012-08-18 23:26:00,5,0,20,6,8,100
"photo",2012-08-18 11:29:00,3,0,20,6,8,60
"photo",2012-08-18 11:07:00,0,0,15,6,8,0
"photo",2012-08-18 09:10:00,12,0,15,6,8,180
"photo",2012-08-18 09:05:00,1,0,13,6,8,13
"photo",2012-08-18 05:34:00,5,0,21,6,8,105
"photo",2012-08-18 05:26:00,6,0,31,6,8,186
"photo",2012-08-18 05:09:00,11,0,26,6,8,286
"photo",2012-08-17 10:58:00,9,6,27,5,8,243
"photo",2012-08-17 10:47:00,11,0,21,5,8,231
"photo",2012-08-17 08:38:00,22,1,21,5,8,462
"photo",2012-08-17 08:28:00,9,0,24,5,8,216
"photo",2012-08-17 08:22:00,25,2,17,5,8,425
"photo",2012-08-17 08:19:00,5,0,18,5,8,90
"photo",2012-08-17 08:07:00,4,0,13,5,8,52
"photo",2012-08-17 08:00:00,7,0,14,5,8,98
"photo",2012-08-17 02:42:00,17,0,25,5,8,425
"photo",2012-08-16 09:29:00,21,0,10,4,8,210
"photo",2012-08-16 09:17:00,5,0,12,4,8,60
"photo",2012-08-15 09:12:00,21,0,26,3,8,546
"photo",2012-08-15 08:50:00,11,0,24,3,8,264
"photo",2012-08-15 08:46:00,2,0,16,3,8,32
"photo",2012-08-15 02:50:00,4,0,25,3,8,100
"photo",2012-08-15 02:22:00,1,0,18,3,8,18
"photo",2012-08-15 02:22:00,5,0,17,3,8,85
"photo",2012-08-15 01:55:00,15,0,24,3,8,360
"photo",2012-08-14 12:41:00,2,0,13,2,8,26
"photo",2012-08-14 09:49:00,18,0,20,2,8,360
"photo",2012-08-14 09:46:00,6,1,21,2,8,126
"photo",2012-08-14 09:44:00,8,0,21,2,8,168
"photo",2012-08-14 09:35:00,8,0,13,2,8,104
"photo",2012-08-14 09:26:00,3,0,16,2,8,48
"photo",2012-08-14 09:17:00,5,0,14,2,8,70
"photo",2012-08-14 08:39:00,1,0,16,2,8,16
"photo",2012-08-14 08:18:00,10,0,19,2,8,190
"photo",2012-08-14 04:09:00,4,0,18,2,8,72
"photo",2012-08-14 01:12:00,5,0,20,2,8,100
"photo",2012-08-14 00:47:00,9,0,19,2,8,171
"photo",2012-08-13 09:34:00,3,0,19,1,8,57
"photo",2012-08-13 08:20:00,6,0,9,1,8,54
"photo",2012-08-13 04:02:00,17,0,21,1,8,357
"photo",2012-08-13 02:08:00,5,3,29,1,8,145
"photo",2012-08-13 01:20:00,0,0,14,1,8,0
"photo",2012-08-12 10:52:00,18,0,20,7,8,360
"photo",2012-08-12 10:17:00,18,0,27,7,8,486
"photo",2012-08-12 08:28:00,5,0,21,7,8,105
"photo",2012-08-12 08:17:00,0,0,12,7,8,0
"photo",2012-08-12 02:54:00,5,0,23,7,8,115
"photo",2012-08-12 00:55:00,3,0,22,7,8,66
"photo",2012-08-11 23:32:00,7,0,29,6,8,203
"photo",2012-08-11 09:41:00,13,1,26,6,8,338
"photo",2012-08-11 09:17:00,11,0,23,6,8,253
"photo",2012-08-11 08:13:00,16,0,16,6,8,256
"photo",2012-08-11 07:53:00,4,1,22,6,8,88
"photo",2012-08-11 07:52:00,4,0,18,6,8,72
"photo",2012-08-11 06:19:00,12,0,39,6,8,468
"photo",2012-08-11 04:30:00,19,0,25,6,8,475
"photo",2012-08-11 03:37:00,9,0,15,6,8,135
"photo",2012-08-10 11:13:00,3,0,20,5,8,60
"photo",2012-08-10 11:06:00,2,0,24,5,8,48
"photo",2012-08-10 09:23:00,4,0,30,5,8,120
"photo",2012-08-10 08:03:00,8,0,18,5,8,144
"photo",2012-08-10 07:56:00,5,0,22,5,8,110
"photo",2012-08-10 05:26:00,7,0,18,5,8,126
"photo",2012-08-10 03:06:00,37,0,22,5,8,814
"photo",2012-08-10 01:42:00,12,0,17,5,8,204
"photo",2012-08-09 07:46:00,0,0,19,4,8,0
"photo",2012-08-09 07:45:00,7,1,15,4,8,105
"photo",2012-08-09 03:24:00,16,0,36,4,8,576
"photo",2012-08-09 02:04:00,9,0,18,4,8,162
"photo",2012-08-09 01:04:00,7,0,9,4,8,63
"photo",2012-08-08 09:20:00,13,0,25,3,8,325
"photo",2012-08-08 09:17:00,11,0,22,3,8,242
"photo",2012-08-08 05:19:00,13,0,17,3,8,221
"photo",2012-08-07 21:47:00,9,0,10,2,8,90
"photo",2012-08-07 21:37:00,1,1,13,2,8,13
"photo",2012-08-06 02:55:00,47,0,33,1,8,1551
"photo",2012-08-06 02:53:00,13,0,14,1,8,182
"photo",2012-08-05 23:50:00,6,0,10,7,8,60
"photo",2012-08-05 23:20:00,0,0,14,7,8,0
"photo",2012-08-05 10:24:00,0,0,15,7,8,0
"photo",2012-08-05 09:55:00,1,0,18,7,8,18
"photo",2012-08-05 09:53:00,2,0,14,7,8,28
"photo",2012-08-05 02:04:00,7,1,32,7,8,224
"photo",2012-08-05 00:03:00,1,0,14,7,8,14
"photo",2012-08-04 22:47:00,10,0,13,6,8,130
"photo",2012-08-04 05:29:00,4,0,12,6,8,48
"photo",2012-08-04 05:13:00,15,0,15,6,8,225
"photo",2012-08-04 03:33:00,0,0,14,6,8,0
"photo",2012-08-03 05:15:00,4,0,23,5,8,92
"photo",2012-08-02 01:46:00,0,0,18,4,8,0
"photo",2012-08-01 22:32:00,1,0,21,3,8,21
"photo",2012-08-01 22:29:00,2,0,15,3,8,30
"photo",2012-08-01 07:38:00,3,0,13,3,8,39
"photo",2012-07-31 10:12:00,0,0,13,2,7,0
"photo",2012-07-30 06:47:00,3,0,18,1,7,54
"photo",2012-07-29 23:53:00,5,0,18,7,7,90
"photo",2012-07-29 08:20:00,0,0,12,7,7,0
"photo",2012-07-29 01:57:00,0,0,12,7,7,0
"photo",2012-07-28 07:32:00,1,0,19,6,7,19
"photo",2012-07-28 04:37:00,9,0,29,6,7,261
"photo",2012-07-28 02:42:00,1,0,12,6,7,12
"photo",2012-07-27 05:58:00,2,0,13,5,7,26
"photo",2012-07-27 00:15:00,0,1,12,5,7,0
"photo",2012-07-27 00:04:00,3,0,19,5,7,57
"photo",2012-07-26 23:41:00,8,0,22,4,7,176
"photo",2012-07-26 23:25:00,6,1,38,4,7,228
"photo",2012-07-26 10:28:00,7,0,17,4,7,119
"photo",2012-07-26 09:24:00,7,2,37,4,7,259
"photo",2012-07-26 03:41:00,7,0,28,4,7,196
"photo",2012-07-25 23:28:00,5,1,22,3,7,110
"photo",2012-07-25 23:26:00,2,0,28,3,7,56
"photo",2012-07-25 07:53:00,30,0,19,3,7,570
"photo",2012-07-25 07:51:00,12,0,33,3,7,396
"photo",2012-07-25 05:02:00,3,0,18,3,7,54
"photo",2012-07-25 03:32:00,7,0,16,3,7,112
"photo",2012-07-24 23:57:00,4,0,32,2,7,128
"photo",2012-07-24 23:56:00,7,0,30,2,7,210
"photo",2012-07-24 10:35:00,5,0,20,2,7,100
"photo",2012-07-24 10:35:00,2,0,16,2,7,32
"photo",2012-07-24 08:49:00,18,1,36,2,7,648
"photo",2012-07-24 01:32:00,4,1,30,2,7,120
"photo",2012-07-24 00:03:00,2,0,22,2,7,44
"photo",2012-07-23 01:39:00,14,0,34,1,7,476
"photo",2012-07-22 22:43:00,3,0,19,7,7,57
"photo",2012-07-22 09:21:00,5,0,15,7,7,75
"photo",2012-07-22 04:30:00,1,0,12,7,7,12
"photo",2012-07-22 01:26:00,32,0,23,7,7,736
"photo",2012-07-21 22:31:00,2,0,13,6,7,26
"photo",2012-07-21 07:49:00,4,0,17,6,7,68
"photo",2012-07-20 08:43:00,33,0,30,5,7,990
"photo",2012-07-20 08:02:00,1,0,32,5,7,32
"photo",2012-07-20 06:51:00,4,0,12,5,7,48
"photo",2012-07-19 23:52:00,24,0,32,4,7,768
"photo",2012-07-19 23:20:00,6,0,23,4,7,138
"photo",2012-07-19 06:54:00,2,0,34,4,7,68
"photo",2012-07-19 05:49:00,19,0,62,4,7,1178
"photo",2012-07-18 23:57:00,20,0,18,3,7,360
"photo",2012-07-18 23:46:00,2,0,10,3,7,20
"photo",2012-07-18 23:31:00,0,0,16,3,7,0
"photo",2012-07-18 09:31:00,5,0,23,3,7,115
"photo",2012-07-18 09:24:00,0,0,14,3,7,0
"photo",2012-07-18 09:21:00,7,0,20,3,7,140
"photo",2012-07-18 09:17:00,8,0,25,3,7,200
"photo",2012-07-18 05:04:00,7,0,19,3,7,133
"photo",2012-07-18 04:12:00,2,0,17,3,7,34
"photo",2012-07-18 00:27:00,13,0,15,3,7,195
"photo",2012-07-18 00:17:00,9,0,25,3,7,225
"photo",2012-07-17 23:20:00,2,0,18,2,7,36
"photo",2012-07-17 07:49:00,3,0,13,2,7,39
"photo",2012-07-17 04:14:00,2,0,19,2,7,38
"photo",2012-07-16 23:25:00,10,2,29,1,7,290
"photo",2012-07-16 22:03:00,3,0,13,1,7,39
"photo",2012-07-16 09:38:00,0,0,25,1,7,0
"photo",2012-07-16 09:05:00,0,0,21,1,7,0
"photo",2012-07-16 08:46:00,17,2,48,1,7,816
"photo",2012-07-16 08:33:00,0,0,22,1,7,0
"photo",2012-07-16 08:20:00,1,0,20,1,7,20
"photo",2012-07-16 08:01:00,14,0,14,1,7,196
"photo",2012-07-16 01:50:00,17,0,31,1,7,527
"photo",2012-07-15 23:49:00,3,0,12,7,7,36
"photo",2012-07-15 08:54:00,39,0,24,7,7,936
"photo",2012-07-15 06:37:00,5,0,10,7,7,50
"photo",2012-07-15 06:36:00,3,0,21,7,7,63
"photo",2012-07-15 06:35:00,0,0,18,7,7,0
"photo",2012-07-15 05:26:00,1,0,14,7,7,14
"photo",2012-07-15 05:07:00,11,0,15,7,7,165
"photo",2012-07-15 04:09:00,4,0,13,7,7,52
"photo",2012-07-15 04:04:00,4,0,12,7,7,48
"photo",2012-07-15 04:00:00,2,0,13,7,7,26
"photo",2012-07-15 03:54:00,17,3,19,7,7,323
"photo",2012-07-15 03:42:00,3,0,12,7,7,36
"photo",2012-07-15 03:32:00,1,0,14,7,7,14
"photo",2012-07-15 02:58:00,7,0,14,7,7,98
"photo",2012-07-15 02:51:00,3,0,15,7,7,45
